         1   5494.64         0         0   5409.93        10        10
         2   2991.87         0         0   2974.46        10        10
         3   3778.42         0         0   2726.01        10        10
         4   1079.06         0         0    660.44        10        10
         5   2799.84         0         0   2849.65        10        10
         6   3463.69         0         0   3917.45        10        10
         7   5852.02         0         0   6217.83        10        10
         8  34218.28         0         0         0        10        10
         9   8155.61         0         0         0        10        10
        10         0         0         0  55562.93        10        10
        11  18733.91         0         0  18544.81        10        10
        12  19965.38         0         0  21729.28        10        10
        13  35931.65         0         0  31770.35        10        10
        14  34727.11         0         0  38330.48        10        10
        15   2961.94         0         0   2979.35        10        10
        16  27565.91         0         0  24475.08        10        10
        17  26129.74         0         0  27627.06        10        10
        18   5651.98         0         0   5755.26        10        10
        19  18781.70         0         0  18803.87        10        10
        20  32214.86         0         0  32529.18        10        10
        21  23199.60         0         0  22468.60        10        10
        22  26637.18         0         0  25609.53        10        10
        23  29841.36         0         0  27293.21        10        10
        24  19953.65         0         0  20147.71        10        10
        25  17153.29         0         0  18164.16        10        10
        26  19421.83         0         0  17238.72        10        10
        27   9852.33         0         0   9829.59        10        10
        28  12731.91         0         0  12918.51        10        10
        29   5322.80         0         0   5388.83        10        10
        30   2720.84         0         0   2608.03        10        10
        31  16149.43         0         0         0        10        10
        32         0         0         0  19068.45        10        10
        33         0         0         0  19201.05        10        10
        34  29359.32         0         0         0        10        10
        35   7988.60         0         0   7733.50        10        10
        36   7201.45         0         0   7569.36        10        10
        37   5199.38         0         0   5284.09        10        10
        38         0         0         0  10798.42        10        10
        39  14500.46         0         0         0        10        10
        40  22977.75         0         0         0        10        10
        41         0         0         0  70693.08        10        10
        42  37240.72         0         0         0        10        10
        43  87981.96         0         0         0        10        10
        44         0         0         0  33283.45        10        10
        45         0         0         0  47769.76        10        10
