"Seg","Hour","GU_NB","GU_SB","EL_NB","EL_SB","Corridor","Share_XL_NB","Share_XL_SB","VC_GU_NB","VC_GU_SB","VC_EL_NB","VC_EL_SB","Speed_GU_NB","Speed_GU_SB","Speed_EL_NB","Speed_EL_SB","Toll_EL_NB","Toll_EL_SB"
2,2,60.65087,77.48109,2.57913,2.6089,143.31999,0.0425242045167695,0.0336714416382113,0.00981,0.01253,0.00125,0.00126,59.99713,59.99705,59.99216,59.99216,0,0
2,3,51.32677,59.85051,2.18323,2.03949,115.4,0.0425358930632105,0.0340764013539734,0.0083,0.00968,0.00105,0.00099,59.99717,59.99713,59.99218,59.99219,0,0
2,4,95.03593,91.53275,4.04406,3.20725,193.81999,0.0425529586546899,0.0350393711540405,0.01537,0.01481,0.00195,0.00155,59.99696,59.99698,59.9921,59.99214,0,0
2,5,280.24036,237.24736,11.92966,8.50264,537.92002,0.0425693857943945,0.0358387128101236,0.04534,0.03838,0.00576,0.00411,59.99604,59.99626,59.99178,59.99192,0,0
2,6,944.81012,774.14435,40.22993,27.9156,1787.1,0.0425799101305138,0.0360599415341596,0.15285,0.12524,0.01943,0.01349,59.99212,59.99323,59.99057,59.99109,0,0
2,7,3013.9751,2448.63721,225.12492,156.46294,5844.20017,0.0746936894070558,0.0638979671472035,0.4876,0.39614,0.10876,0.07559,59.96683,59.97707,59.98166,59.98519,0,0
2,8,3576.21509,2946.55371,532.11493,432.49634,7487.38007,0.148792764587322,0.146780402655548,0.57856,0.4767,0.25706,0.20894,59.95087,59.96828,59.9614,59.96892,0,0
2,9,3152.49219,2674.78979,517.68781,388.15015,6733.11994,0.164215413964277,0.145114263353009,0.51001,0.43273,0.25009,0.18751,59.96359,59.97345,59.96255,59.97195,0,0
2,10,2292.21826,2004.78601,382.8017,277.49399,4957.29996,0.167000545576319,0.138415765381364,0.37084,0.32434,0.18493,0.13406,59.97928,59.98283,59.9723,59.97875,0,0
2,11,1770.8103,1596.31482,128.65965,96.35513,3592.1399,0.0726558062148159,0.0603609819271113,0.28648,0.25825,0.06215,0.04655,59.98533,59.987,59.98654,59.98806,0,0
2,12,1575.20105,1492.45605,168.72896,131.14392,3367.52998,0.107115824992626,0.0878712106798723,0.25484,0.24145,0.08151,0.06335,59.98719,59.98793,59.98458,59.98642,0,0
2,13,1495.29199,1469.73157,160.18799,128.37848,3253.59003,0.10712823386421,0.0873482495854668,0.24191,0.23777,0.07739,0.06202,59.9879,59.98812,59.985,59.98655,0,0
2,14,1391.17517,1427.49536,149.02483,123.81464,3091.51,0.107121542429484,0.0867355814032208,0.22507,0.23094,0.07199,0.05981,59.98878,59.98848,59.98555,59.98677,0,0
2,15,1402.15491,1506.37793,101.86516,88.45203,3098.85003,0.0726490056651444,0.0587183523061839,0.22684,0.2437,0.04921,0.04273,59.98869,59.9878,59.9878,59.98842,0,0
2,16,1332.99866,1636.76685,222.43143,214.14314,3406.34008,0.166865456563925,0.130833013877328,0.21565,0.2648,0.10745,0.10345,59.98926,59.98662,59.9818,59.98223,0,0
2,17,1411.29431,1969.27905,235.6757,260.59088,3876.83994,0.166992595612463,0.132328061886405,0.22832,0.31859,0.11385,0.12589,59.98861,59.98323,59.98108,59.97971,0,0
2,18,1534.34656,2143.46753,256.42346,285.12256,4219.36011,0.167122256916977,0.133019304472506,0.24823,0.34677,0.12388,0.13774,59.98756,59.9812,59.97994,59.97831,0,0
2,19,1366.29321,1861.67346,99.55676,109.19652,3436.71995,0.0728663212781391,0.0586550339499388,0.22104,0.30118,0.0481,0.05275,59.98899,59.9844,59.98791,59.98746,0,0
2,20,876.53021,1129.18298,37.32978,38.05701,2081.09998,0.0425881271108728,0.0337031381751787,0.14181,0.18268,0.01803,0.01839,59.99257,59.99082,59.99069,59.99066,0,0
2,21,608.5188,783.61536,25.8812,26.36463,1444.37999,0.0425314715009627,0.033644861172706,0.09845,0.12677,0.0125,0.01274,59.99423,59.99317,59.99118,59.99116,0,0
2,22,535.6095,692.2121,22.78048,23.27787,1273.87995,0.0425318819027668,0.0336282333117263,0.08665,0.11199,0.01101,0.01125,59.99466,59.99373,59.99131,59.99129,0,0
2,23,356.08627,481.42868,15.14372,16.1013,868.75997,0.0425282333969237,0.0334448292527981,0.05761,0.07789,0.00732,0.00778,59.99564,59.99496,59.99164,59.9916,0,0
2,24,210.83348,290.89444,8.96652,9.70555,520.39999,0.0425289190312658,0.0333645084450566,0.03411,0.04706,0.00433,0.00469,59.99639,59.99598,59.9919,59.99187,0,0
