         1    274.73         0         0    270.50        10        10
         2    149.60         0         0    148.73        10        10
         3     60.05         0         0     61.50        10        10
         4     10.80         0         0     26.88        10        10
         5    140.00         0         0    142.48        10        10
         6    164.84         0         0    177.46        10        10
         7    292.60         0         0    310.90        10        10
         8   2035.43         0         0         0        10        10
         9    478.38         0         0         0        10        10
        10         0         0         0   2378.61        10        10
        11    936.70         0         0    927.24        10        10
        12    855.52         0         0    929.06        10        10
        13   1548.64         0         0   1466.23        10        10
        14   1346.41         0         0   1372.12        10        10
        15    148.10         0         0    148.97        10        10
        16   1086.56         0         0   1146.46        10        10
        17   1122.25         0         0   1011.94        10        10
        18    282.60         0         0    287.76        10        10
        19    933.15         0         0    968.52        10        10
        20    927.10         0         0    929.86        10        10
        21   1159.98         0         0   1123.43        10        10
        22   1066.84         0         0   1186.58        10        10
        23   1005.87         0         0    950.76        10        10
        24    829.17         0         0    870.35        10        10
        25    707.48         0         0    679.91        10        10
        26    706.42         0         0    722.14        10        10
        27    353.72         0         0    332.25        10        10
        28    523.88         0         0    521.65        10        10
        29    266.14         0         0    269.44        10        10
        30    136.04         0         0    130.40        10        10
        31    145.48         0         0         0        10        10
        32         0         0         0    167.91        10        10
        33         0         0         0    284.52        10        10
        34    470.40         0         0         0        10        10
        35    399.43         0         0    386.68        10        10
        36    360.08         0         0    378.47        10        10
        37    259.97         0         0    264.20        10        10
        38         0         0         0    186.18        10        10
        39    303.02         0         0         0        10        10
        40   1316.74         0         0         0        10        10
        41         0         0         0   1969.49        10        10
        42   1862.03         0         0         0        10        10
        43   1762.54         0         0         0        10        10
        44         0         0         0    910.61        10        10
        45         0         0         0   2388.50        10        10
