         1    274.73         0         0    270.50        10        10
         2    149.60         0         0    148.73        10        10
         3     96.88         0         0    102.62        10        10
         4     31.14         0         0     27.10        10        10
         5    140.00         0         0    142.48        10        10
         6    197.86         0         0    252.35        10        10
         7    292.60         0         0    310.90        10        10
         8   2989.18         0         0         0        10        10
         9    854.95         0         0         0        10        10
        10         0         0         0   2596.79        10        10
        11    936.70         0         0    927.24        10        10
        12    970.49         0         0   1010.51        10        10
        13   1623.56         0         0   1544.40        10        10
        14   1532.95         0         0   1452.63        10        10
        15    148.10         0         0    148.97        10        10
        16   1368.00         0         0   1380.22        10        10
        17   1543.60         0         0   1504.88        10        10
        18    282.60         0         0    287.76        10        10
        19   1005.31         0         0   1042.52        10        10
        20   1455.78         0         0   1475.59        10        10
        21   1159.98         0         0   1123.43        10        10
        22   1462.37         0         0   1562.70        10        10
        23   1391.90         0         0   1388.42        10        10
        24    984.88         0         0    935.15        10        10
        25    930.91         0         0    920.25        10        10
        26    935.36         0         0    967.62        10        10
        27    427.74         0         0    415.04        10        10
        28    590.19         0         0    611.49        10        10
        29    266.14         0         0    269.44        10        10
        30    136.04         0         0    130.40        10        10
        31    597.95         0         0         0        10        10
        32         0         0         0    983.59        10        10
        33         0         0         0   1086.85        10        10
        34   1186.06         0         0         0        10        10
        35    399.43         0         0    386.68        10        10
        36    360.08         0         0    378.47        10        10
        37    259.97         0         0    264.20        10        10
        38         0         0         0    946.35        10        10
        39    910.31         0         0         0        10        10
        40   2234.91         0         0         0        10        10
        41         0         0         0   3317.45        10        10
        42   1862.03         0         0         0        10        10
        43   2109.62         0         0         0        10        10
        44         0         0         0   1397.68        10        10
        45         0         0         0   2388.50        10        10
