           1           1   52.64000       1.000000    
           1          37   1321.020       1.000000    
           2           2   3.130000       1.000000    
           2          15   744.8400       1.000000    
           3           4  0.1810000       1.000000    
           3           6  5.1999997E-02   1.000000    
           3           7   3.800244       1.000000    
           3          10  0.5960000       1.000000    
           3          12  0.1760000       1.000000    
           3          13  1.8999999E-02   1.000000    
           3          14  0.2430000       1.000000    
           3          16  6.0000001E-03   1.000000    
           3          17   1.317000       1.000000    
           3          19  7.2000004E-02   1.000000    
           3          20   2.810000       1.000000    
           3          23   2.685000       1.000000    
           3          24   1.433000       1.000000    
           3          25   6.614000       1.000000    
           3          26   1.468000       1.000000    
           3          27   238.1601       1.000000    
           3          28   14.64024       1.000000    
           3          32  0.1060000       1.000000    
           3          33   1.321000       1.000000    
           3          38   1.637000       1.000000    
           3          41   4.139000       1.000000    
           3          44   2.300000       1.000000    
           3          45   43.67025       1.000000    
           4           3  0.1900000       1.000000    
           4           6  4.0000002E-03   1.000000    
           4           7  0.5302632       1.000000    
           4          10  7.7000000E-02   1.000000    
           4          12  2.0000001E-02   1.000000    
           4          14  3.4000002E-02   1.000000    
           4          16  1.0000000E-03   1.000000    
           4          17  0.4250000       1.000000    
           4          19  9.0000005E-03   1.000000    
           4          20  0.6370000       1.000000    
           4          24  2.4000000E-02   1.000000    
           4          25  0.6002632       1.000000    
           4          26   49.55029       1.000000    
           4          27  2.3000000E-02   1.000000    
           4          28  0.4570000       1.000000    
           4          32  0.7930000       1.000000    
           4          33  0.5870000       1.000000    
           4          38   1.019000       1.000000    
           4          41  0.4850000       1.000000    
           4          44  0.2690000       1.000000    
           4          45   3.280264       1.000000    
           5           6  0.1100000       1.000000    
           5           7  0.5300000       1.000000    
           5          10  0.7400000       1.000000    
           5          12   1.390000       1.000000    
           5          13  2.0000000E-02   1.000000    
           5          14  0.1800000       1.000000    
           5          16  9.0000004E-02   1.000000    
           5          17   1.380000       1.000000    
           5          20   230.4100       1.000000    
           5          21   459.4600       1.000000    
           5          41   3.320000       1.000000    
           5          44   2.340000       1.000000    
           6           7   7.530134       1.000000    
           6          10   6.283000       1.000000    
           6          12   2.813000       1.000000    
           6          13   4.171000       1.000000    
           6          14  0.1370000       1.000000    
           6          19   103.4701       1.000000    
           6          22   712.1900       1.000000    
           6          41   8.672000       1.000000    
           6          44   4.546000       1.000000    
           7           3   3.260000       1.000000    
           7           4  0.5100000       1.000000    
           7           5  0.7500000       1.000000    
           7           6   5.250000       1.000000    
           7          10   267.8800       1.000000    
           7          12   40.03000       1.000000    
           7          13   3.590000       1.000000    
           7          14   126.1700       1.000000    
           7          16   25.99000       1.000000    
           7          17   16.51000       1.000000    
           7          19   11.05000       1.000000    
           7          20   8.890000       1.000000    
           7          22   106.8000       1.000000    
           7          23   20.70000       1.000000    
           7          24   1.790000       1.000000    
           7          25   5.640000       1.000000    
           7          26   18.26000       1.000000    
           7          27  0.5100000       1.000000    
           7          28   9.290000       1.000000    
           7          32   56.37000       1.000000    
           7          33   42.32000       1.000000    
           7          38   53.80000       1.000000    
           7          41   482.1000       1.000000    
           7          44   155.5600       1.000000    
           8           3   16.84051       1.000000    
           8           4   9.136045       1.000000    
           8           5   3.430134       1.000000    
           8           6   4.222000       1.000000    
           8           7   68.64013       1.000000    
           8          10   5313.140       1.000000    
           8          12   1859.330       1.000000    
           8          13   1247.140       1.000000    
           8          14   245.6900       1.000000    
           8          16   432.1193       1.000000    
           8          17   4.440000       1.000000    
           8          19  0.2190000       1.000000    
           8          20   253.0649       1.000000    
           8          22   177.1688       1.000000    
           8          23   53.70182       1.000000    
           8          24   12.88983       1.000000    
           8          25   25.97805       1.000000    
           8          26   20.74005       1.000000    
           8          27   13.48651       1.000000    
           8          28   22.25751       1.000000    
           8          32   335.5481       1.000000    
           8          33   941.3578       1.000000    
           8          38   63.55874       1.000000    
           9           3   13.87853       1.000000    
           9           4   7.418207       1.000000    
           9           5   1.170178       1.000000    
           9           6   6.831000       1.000000    
           9           7   71.50024       1.000000    
           9          12   654.1800       1.000000    
           9          13   390.7100       1.000000    
           9          14   1104.130       1.000000    
           9          16   20.42924       1.000000    
           9          17   17.38100       1.000000    
           9          19   18.86200       1.000000    
           9          20   15.45413       1.000000    
           9          22   317.7688       1.000000    
           9          23   19.01885       1.000000    
           9          24   12.60785       1.000000    
           9          25   10.07006       1.000000    
           9          26   11.81106       1.000000    
           9          27   8.800000       1.000000    
           9          28   14.87353       1.000000    
           9          32   12.10238       1.000000    
           9          33   14.71138       1.000000    
           9          38   13.08076       1.000000    
          11          45   4683.480       1.000000    
          12           3   13.47746       1.000000    
          12           4   3.500000       1.000000    
          12           5  0.6700408       1.000000    
