           1   4189.020       945.3997       308.0000    
           2   4962.990       1236.056       815.0000    
           3   8215.530       1906.789       1055.000    
           4   10896.51       3053.573       2791.000    
           5   11577.77       2248.663       1237.000    
           6   14973.73       3548.810       3272.000    
           7   11577.77       2248.663       1330.000    
           8   14973.73       3548.810       3519.000    
           9   12437.63       2352.935       1330.000    
          10   16026.75       4058.669       3519.000    
          11   10858.08       1764.066       1206.000    
          12   14362.68       3321.906       3192.000    
          13   10858.08       1764.066       1484.000    
          14   14362.68       3321.906       3927.000    
          15   12723.79       2528.079       1484.000    
          16   16663.26       4561.308       3927.000    
          17   10564.82       1907.348       1283.000    
          18   14510.75       3707.397       3396.000    
          19   16045.80       4178.311       3902.000    
          20   11672.08       2069.641       1475.000    
          21   10156.47       1693.905       1332.000    
          22   14706.51       3807.562       3525.000    
          23   12239.99       2132.586       1594.000    
          24   16395.31       4593.182       4217.000    
          25   12239.99       2132.586       1594.000    
          26   16395.31       4593.182       4217.000    
          27   12563.85       1964.730       1736.000    
          28   16318.23       4814.645       4593.000    
          29   9717.101       1680.055       1419.000    
          30   12668.48       3497.459       3754.000    
          31   12563.85       1964.730       1736.000    
          32   16318.23       4814.645       4593.000    
          33   14275.30       2388.616       1990.000    
          34   18375.94       5799.505       5266.000    
          35   13279.98       2289.084       1741.000    
          36   16863.03       5164.592       4606.000    
          37   13279.98       2289.084       1741.000    
          38   16863.03       5164.592       4606.000    
          39   18338.91       5853.732       1951.000    
